HPO_ID,Count,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10,Level_11,Level_12,Level_13,Level_14,Level_15,Level_16
HP:0002340,5,HP:0002340,HP:0007374,HP:0002339,HP:0010994,HP:0002134,HP:0010993,HP:0002060,HP:0100547,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,
HP:0001225,5,HP:0001225,HP:0003019,HP:0009810,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0006491,5,HP:0006491,HP:0002992,HP:0002981,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0100351,5,HP:0100351,HP:0001836,HP:0005830,HP:0008366,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0012829,5,HP:0012829,HP:0012824,HP:0012823,HP:0000001,,,,,,,,,,,,
HP:0000095,5,HP:0000095,HP:0031263,HP:0011035,HP:0012210,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0006904,5,HP:0006904,HP:0002503,HP:0003133,HP:0002143,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,
HP:0011756,5,HP:0011756,HP:0011753,HP:0011751,HP:0012503,HP:0000864,HP:0000818,HP:0000118,HP:0000001,,,,,,,,
HP:0009555,5,HP:0009555,HP:0033151,HP:0000600,HP:0002087,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,
HP:0012044,5,HP:0012044,HP:0012043,HP:0000639,HP:0012547,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,
HP:0012881,5,HP:0012881,HP:0000058,HP:0000055,HP:0000811,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0011667,5,HP:0011667,HP:0033379,HP:0005301,HP:0025575,HP:0005345,HP:0002624,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,
HP:0010968,5,HP:0010968,HP:0032243,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0006461,5,HP:0006461,HP:0010574,HP:0003368,HP:0003366,HP:0002823,HP:0040069,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,
HP:0010749,5,HP:0010749,HP:0100540,HP:0000492,HP:0030669,HP:0032039,HP:0000315,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0009808,5,HP:0009808,HP:0000940,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0008798,5,HP:0008798,HP:0010456,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0011619,5,HP:0011619,HP:0011617,HP:0011615,HP:4000059,HP:0002088,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,
HP:0010756,5,HP:0010756,HP:0010758,HP:0000326,HP:0030791,HP:0011821,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0012830,5,HP:0012830,HP:0012823,HP:0000001,,,,,,,,,,,,,
HP:0009889,5,HP:0009889,HP:0001007,HP:0011362,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0010200,5,HP:0010200,HP:0010179,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0001043,5,HP:0001043,HP:0001015,HP:0002624,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,
HP:0009255,5,HP:0009255,HP:0009249,HP:0009174,HP:0004188,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0012311,5,HP:0012311,HP:0012310,HP:0011893,HP:0001881,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0011172,5,HP:0011172,HP:0002373,HP:0032894,HP:0032892,HP:0001250,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,
HP:0009636,5,HP:0009636,HP:0009618,HP:0009602,HP:0001172,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0011718,5,HP:0011718,HP:0004930,HP:0002088,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,
HP:0011695,5,HP:0011695,HP:0002170,HP:0011029,HP:0001892,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0200106,5,HP:0200106,HP:0012255,HP:0005938,HP:0012253,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,
HP:0009190,5,HP:0009190,HP:0003842,HP:0003839,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0100160,5,HP:0100160,HP:0100058,HP:0010165,HP:0010160,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0005715,5,HP:0005715,HP:0003071,HP:0005930,HP:0011314,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0002444,5,HP:0002444,HP:0009731,HP:0010566,HP:0011792,HP:0002664,HP:0000118,HP:0000001,,,,,,,,,
HP:0004993,5,HP:0004993,HP:0000940,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0004231,5,HP:0004231,HP:0006502,HP:0001191,HP:0003019,HP:0009810,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0004464,5,HP:0004464,HP:0100277,HP:0000383,HP:0004426,HP:0000309,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0008356,5,HP:0008356,,,,,,,,,,,,,,,
HP:0100544,5,HP:0100544,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,,
HP:0002868,5,HP:0002868,HP:0011867,HP:0002867,HP:0003272,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0004974,5,HP:0004974,HP:0001680,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0004568,5,HP:0004568,HP:0003312,HP:0003468,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0006000,5,HP:0006000,HP:0025634,HP:0000069,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0010058,5,HP:0010058,HP:0008362,HP:0001844,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0000620,5,HP:0000620,HP:0000614,HP:0030669,HP:0032039,HP:0000315,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0000078,5,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,,,,,,
HP:0006705,5,HP:0006705,HP:0001654,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,
HP:0012626,5,HP:0012626,HP:0012622,HP:0000083,HP:0012211,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0000633,5,HP:0000633,HP:0000632,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,,
HP:0003276,5,HP:0003276,HP:0040163,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0100842,5,HP:0100842,HP:0000609,HP:0002977,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,
HP:0012180,5,HP:0012180,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0001850,5,HP:0001850,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,,
HP:0001730,5,HP:0001730,HP:0000365,HP:0000364,HP:0031704,HP:0000598,HP:0000118,HP:0000001,,,,,,,,,
HP:0012305,5,HP:0012305,HP:0001680,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0012087,5,HP:0012087,HP:0008322,HP:0012103,HP:0011017,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,
HP:3000013,5,HP:3000013,HP:0000301,HP:0011799,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,
HP:3000049,5,HP:3000049,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0012049,5,HP:0012049,HP:0001618,HP:0001608,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0012521,5,HP:0012521,HP:0008058,HP:0000587,HP:0001098,HP:0004329,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,
HP:0001520,5,HP:0001520,HP:0004324,HP:0004323,HP:0001507,HP:0000118,HP:0000001,,,,,,,,,,
HP:0006926,5,HP:0006926,,,,,,,,,,,,,,,
HP:0003762,5,HP:0003762,HP:0031105,HP:0000130,HP:0000008,HP:0000812,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0009987,5,HP:0009987,HP:0009985,HP:0004213,HP:0004207,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0004026,5,HP:0004026,HP:0003856,HP:0003016,HP:0000944,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0004590,5,HP:0004590,HP:0008517,HP:0005107,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0004960,5,HP:0004960,HP:0030966,HP:0004414,HP:0004930,HP:0002088,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,
HP:0100208,5,HP:0100208,HP:0100083,HP:0010168,HP:0010160,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0010843,5,HP:0010843,HP:0011203,HP:0002353,HP:0030178,HP:0001311,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,
HP:0009517,5,HP:0009517,HP:0009492,HP:0006263,HP:0004100,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0010167,5,HP:0010167,HP:0010160,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0002492,5,HP:0002492,HP:0002062,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0008670,5,HP:0008670,HP:0001153,HP:0000142,HP:0000008,HP:0000812,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0008060,5,HP:0008060,HP:0000493,HP:0001103,HP:0000479,HP:0001098,HP:0004329,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,
HP:0003922,5,HP:0003922,HP:0003907,HP:0009809,HP:0000944,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0100487,5,HP:0100487,HP:0010390,HP:0010180,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0011620,5,HP:0011620,HP:0002012,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0010429,5,HP:0010429,HP:0010355,HP:0010181,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0008845,5,HP:0008845,HP:0008873,HP:0003498,HP:0004322,HP:0000002,HP:0001507,HP:0000118,HP:0000001,,,,,,,,
HP:0100659,5,HP:0100659,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0012782,5,HP:0012782,HP:0100880,HP:0012210,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0007100,5,HP:0007100,HP:0002119,HP:0002118,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,
HP:0010416,5,HP:0010416,HP:0010188,HP:0010176,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0007646,5,HP:0007646,HP:0000561,HP:0002550,HP:0002298,HP:0011362,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,
HP:0006247,5,HP:0006247,HP:0003037,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0011137,5,HP:0011137,HP:0011276,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,,
HP:0004029,5,HP:0004029,HP:0004027,HP:0002818,HP:0040072,HP:0002973,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0100856,5,HP:0100856,HP:0004599,HP:0100569,HP:0003336,HP:0011849,HP:0003330,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0006459,5,HP:0006459,HP:0040071,HP:0011314,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0003204,5,HP:0003204,HP:0011017,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0012699,5,HP:0012699,HP:0000940,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0010185,5,HP:0010185,HP:0010173,HP:0006494,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0011670,5,HP:0011670,HP:0033379,HP:0005301,HP:0025575,HP:0005345,HP:0002624,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,
HP:0100267,5,HP:0100267,HP:0000159,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0009673,5,HP:0009673,HP:0009663,HP:0009599,HP:0001172,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0200032,5,HP:0200032,HP:0007957,HP:0000481,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0006160,5,HP:0006160,HP:0005916,HP:0005922,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0004575,5,HP:0004575,HP:0002949,HP:0002948,HP:0003422,HP:0003468,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,
HP:0001795,5,HP:0001795,HP:0002164,HP:0001597,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:0100546,5,HP:0100546,HP:0005344,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,
HP:0100509,5,HP:0100509,HP:0100508,HP:0032245,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,
HP:0010987,5,HP:0010987,HP:0032251,HP:0002715,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0005305,5,HP:0005305,HP:0004936,HP:0001977,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,,
HP:0010893,5,HP:0010893,HP:0004338,HP:0033107,HP:0003112,HP:0004354,HP:0430071,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,,,
HP:0010146,5,HP:0010146,HP:0010121,HP:0010056,HP:0001844,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0002575,5,HP:0002575,HP:0002031,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,
HP:0009100,5,HP:0009100,HP:0009085,HP:0006477,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0006958,5,HP:0006958,HP:0030177,HP:0001311,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0008883,5,HP:0008883,HP:0001511,HP:0001510,HP:0001507,HP:0000118,HP:0000001,,,,,,,,,,
HP:0004799,5,HP:0004799,HP:0002256,HP:0002244,HP:0002242,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,
HP:0012186,5,HP:0012186,HP:0012181,HP:0009830,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0006989,5,HP:0006989,HP:0001273,HP:0002500,HP:0010993,HP:0002060,HP:0100547,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,
HP:0005769,5,HP:0005769,HP:0004209,HP:0009179,HP:0004097,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0000864,5,HP:0000864,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,,,
HP:0005617,5,HP:0005617,HP:0100490,HP:0001220,HP:0012785,HP:0034681,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,
HP:0005623,5,HP:0005623,HP:0005474,HP:0002683,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,
HP:0000291,5,HP:0000291,HP:0009124,HP:0003549,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,,
HP:0003239,5,HP:0003239,HP:0033354,HP:0003110,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,
HP:0007229,5,HP:0007229,HP:0002514,HP:0002060,HP:0100547,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,
HP:0100400,5,HP:0100400,HP:0010391,HP:0010181,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0005600,5,HP:0005600,HP:0000995,HP:0001000,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0005486,5,HP:0005486,HP:0011328,HP:0000235,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,
HP:0010222,5,HP:0010222,HP:0010011,HP:0005916,HP:0005922,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0010228,5,HP:0010228,HP:0005920,HP:0005918,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0009382,5,HP:0009382,HP:0009152,HP:0004207,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0005430,5,HP:0005430,HP:0005420,HP:0002718,HP:0002719,HP:0032101,HP:0010978,HP:0002715,HP:0000118,HP:0000001,,,,,,,
HP:0006492,5,HP:0006492,HP:0002991,HP:0002981,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0011724,5,HP:0011724,HP:0011723,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,
HP:0000929,5,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0012307,5,HP:0012307,HP:0000885,HP:0000772,HP:0001547,HP:0000765,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0100865,5,HP:0100865,HP:0003174,HP:0003272,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0004592,5,HP:0004592,HP:0000926,HP:0003312,HP:0003468,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0011129,5,HP:0011129,HP:0010945,HP:0010944,HP:0012210,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0000616,5,HP:0000616,HP:0007686,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,,
HP:0003250,5,HP:0003250,HP:0011026,HP:0000142,HP:0000008,HP:0000812,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,
HP:0000172,5,HP:0000172,HP:0100736,HP:0000174,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0003750,5,HP:0003750,HP:0011804,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,,
HP:0003208,5,HP:0003208,HP:0003204,HP:0011017,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,
HP:0010387,5,HP:0010387,HP:0010177,HP:0009134,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0010695,5,HP:0010695,HP:0010920,HP:0000518,HP:0000517,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,
HP:0006685,5,HP:0006685,HP:0004306,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,
HP:0011690,5,HP:0011690,HP:0011689,HP:0011688,HP:0004755,HP:0001649,HP:0011675,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,
HP:0002779,5,HP:0002779,HP:0002778,HP:0005607,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,
HP:0004968,5,HP:0004968,HP:0001342,HP:0002170,HP:0011029,HP:0001892,HP:0001871,HP:0000118,HP:0000001,,,,,,,,
HP:0012825,5,HP:0012825,HP:0012824,HP:0012823,HP:0000001,,,,,,,,,,,,
HP:0005013,5,HP:0005013,HP:0010597,HP:0003999,HP:0002818,HP:0040072,HP:0002973,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0005820,5,HP:0005820,HP:0000772,HP:0001547,HP:0000765,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0000682,5,HP:0000682,HP:0011061,HP:0000164,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0011954,5,HP:0011954,HP:0410042,HP:0001392,HP:0002012,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,
HP:0011971,5,HP:0011971,HP:0410134,HP:0001025,HP:0011276,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0007179,5,HP:0007179,HP:0007772,HP:0000617,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0000127,5,HP:0000127,HP:0012591,HP:0003110,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,
HP:0009440,5,HP:0009440,HP:0009316,HP:0004150,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0005586,5,HP:0005586,HP:0000953,HP:0001000,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0012015,5,HP:0012015,HP:0011193,HP:0011185,HP:0011182,HP:0025373,HP:0002353,HP:0030178,HP:0001311,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,
HP:0002396,5,HP:0002396,HP:0002063,HP:0001276,HP:0003808,HP:0011804,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0003112,5,HP:0003112,HP:0004354,HP:0430071,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,
HP:0012454,5,HP:0012454,HP:0001239,HP:0003019,HP:0009810,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0002871,5,HP:0002871,HP:0002104,HP:0002793,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,,
HP:0005238,5,HP:0005238,HP:0200008,HP:0005266,HP:0002242,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,
HP:0010364,5,HP:0010364,HP:0010178,HP:0005686,HP:0010658,HP:0004348,HP:0011849,HP:0003330,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,
HP:0004284,5,HP:0004284,HP:0005922,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0011868,5,HP:0011868,HP:0003418,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0011100,5,HP:0011100,HP:0002242,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,
HP:0011223,5,HP:0011223,HP:0005556,HP:0000290,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,
HP:0009230,5,HP:0009230,HP:0004216,HP:0004213,HP:0004207,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0009971,5,HP:0009971,HP:0004188,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0100574,5,HP:0100574,HP:0007378,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,,
HP:0100356,5,HP:0100356,HP:0010327,HP:0005830,HP:0008366,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0008188,5,HP:0008188,HP:0011772,HP:0000820,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,
HP:0100707,5,HP:0100707,HP:0100705,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,,
HP:0009933,5,HP:0009933,HP:0005288,HP:0005105,HP:0000366,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0000878,5,HP:0000878,HP:0000921,HP:0006712,HP:0000772,HP:0001547,HP:0000765,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,
HP:0012173,5,HP:0012173,HP:0012332,HP:0002270,HP:0410008,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0009092,5,HP:0009092,HP:0006477,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0012855,5,HP:0012855,HP:0000045,HP:0000032,HP:0000811,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0011300,5,HP:0011300,HP:0001211,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0000174,5,HP:0000174,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0008985,5,HP:0008985,HP:0009126,HP:0009025,HP:0003549,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,
HP:0004097,5,HP:0004097,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0011611,5,HP:0011611,HP:0012303,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0004962,5,HP:0004962,HP:0004963,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0004218,5,HP:0004218,HP:0004213,HP:0004207,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
