Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0011850, HP:0001863, HP:0010535, HP:0100733, HP:0100259, HP:0002877, HP:0010743, HP:0000998","HP:0002219, HP:0002877, HP:0006780, HP:0010152, HP:0010355, HP:0011309, HP:0011850, HP:0012271","HP:0000998, HP:0002813, HP:0011766, HP:0002795, HP:0010743, HP:0040064, HP:0001964, HP:0100733, HP:0001595, HP:0001863, HP:0001760, HP:0011138, HP:0000118, HP:0002086, HP:0002360, HP:0000707, HP:0000828, HP:0012638, HP:0033127, HP:0000818, HP:0011842, HP:0002793, HP:0002791, HP:0002814, HP:0011844, HP:0000271, HP:0000163, HP:0000153, HP:0100259, HP:0001832, HP:0011362, HP:0030084, HP:0002877, HP:0031816, HP:0011446, HP:5200283, HP:0011297, HP:0011850, HP:0001574, HP:0010442, HP:0000924, HP:0010535, HP:0000152, HP:0010286, HP:0000197, HP:0000234",25.0%,85.85475778579712
"HP:0009774, HP:0001363, HP:0012165, HP:0012345, HP:0000639","HP:0000322, HP:0001361, HP:0002890, HP:0006209, HP:0010402, HP:0011322, HP:0012354, HP:0012573","HP:0001939, HP:0002813, HP:0012345, HP:0032245, HP:0000929, HP:0012547, HP:0001155, HP:0011297, HP:0000478, HP:0001363, HP:0040064, HP:0009774, HP:0005918, HP:0000924, HP:0000118, HP:0000639, HP:0012373, HP:0002817, HP:0012165, HP:0000234, HP:0000152, HP:0001167, HP:0033127, HP:0000496, HP:0011842, HP:0002683, HP:0011844",0.0%,63.01290941238403
"HP:0001162, HP:0100237, HP:0000483, HP:0006482, HP:0001171, HP:0001586","HP:0000484, HP:0001586, HP:0005866, HP:0006270, HP:0006482, HP:0010760, HP:0011764, HP:0100475","HP:0000153, HP:0001171, HP:0000483, HP:0000078, HP:0001586, HP:0000539, HP:0031816, HP:0005922, HP:0012243, HP:0001155, HP:0000478, HP:0000164, HP:0000812, HP:0006482, HP:0001162, HP:0040064, HP:0010161, HP:0001780, HP:0004320, HP:0000008, HP:0001760, HP:0000118, HP:0000119, HP:0100237, HP:0012373, HP:0002817, HP:0009997, HP:0004275, HP:0000152, HP:0001161, HP:0000142, HP:0000234, HP:0010179, HP:0002814, HP:0000271, HP:0000163",25.0%,46.84600853919983
"HP:0000846, HP:0001888, HP:0011332, HP:0000787, HP:0100259, HP:0012378, HP:0012378, HP:0002094","HP:0000320, HP:0001888, HP:0008216, HP:0010440, HP:0011674, HP:0012408","HP:0100259, HP:0002813, HP:0011844, HP:0002793, HP:0002795, HP:0012378, HP:0011733, HP:0011297, HP:0000834, HP:0040088, HP:0010935, HP:0025142, HP:0004332, HP:0012210, HP:0000077, HP:0010442, HP:0000787, HP:0000118, HP:0000119, HP:0000924, HP:0000079, HP:0002086, HP:0001999, HP:0000234, HP:0000152, HP:0001871, HP:0000846, HP:0033127, HP:0000324, HP:0011842, HP:0000818, HP:0011332, HP:0002094, HP:0001888, HP:0001881, HP:0000271",16.67%,78.70044183731079
,"HP:0000300, HP:0003831, HP:0008142, HP:0011564, HP:0011744, HP:0011844, HP:0011926",,0.0%,0.40775036811828613
"HP:0010516, HP:0009794, HP:0001156, HP:0100736, HP:0002750","HP:0003947, HP:0010516, HP:0010746, HP:0010888, HP:0011892, HP:0100272, HP:0100736","HP:0000153, HP:0002813, HP:0031816, HP:0025668, HP:0011297, HP:0000927, HP:0000464, HP:0010516, HP:0000924, HP:0000118, HP:0000818, HP:0002750, HP:0001156, HP:0000174, HP:0000152, HP:0000271, HP:0011843, HP:0100736, HP:0033127, HP:0011927, HP:0011842, HP:0000777, HP:0009794, HP:0000234, HP:0011844, HP:0000163",28.57%,83.25064635276794
"HP:0000577, HP:0010906, HP:0000568, HP:0000998, HP:0006767","HP:0000577, HP:0007633, HP:0010904, HP:0011335, HP:0012341, HP:0100558, HP:0100559, HP:0100839","HP:0001939, HP:0000998, HP:0032180, HP:0000486, HP:0000549, HP:0011362, HP:0010906, HP:0008056, HP:0011747, HP:0011750, HP:0020049, HP:0000478, HP:0430071, HP:0000568, HP:0003112, HP:0001574, HP:0012372, HP:0011138, HP:0000577, HP:0000118, HP:0000818, HP:0004354, HP:0012373, HP:0006767, HP:0012503, HP:0000864, HP:0002893, HP:0000496, HP:0001595, HP:0010904, HP:0033107",25.0%,75.41778540611267
"HP:0009058, HP:0002656, HP:0002493, HP:0100827, HP:0005990, HP:0003355","HP:0002853, HP:0002926, HP:0008666, HP:0009353, HP:0009934, HP:0010382, HP:0010875, HP:0012240","HP:0001939, HP:0011893, HP:0002652, HP:0033079, HP:0011442, HP:0003110, HP:0009058, HP:0034370, HP:0011772, HP:0100827, HP:0002493, HP:0003011, HP:0000924, HP:0000118, HP:0011805, HP:0033354, HP:0025745, HP:0001974, HP:0000820, HP:0000707, HP:0003355, HP:0012638, HP:0001871, HP:0033127, HP:0002656, HP:0000818, HP:0011842, HP:0001881, HP:0005990",0.0%,82.01440763473511
"HP:0003113, HP:0001733, HP:0000579, HP:0000554, HP:0041055, HP:0002656, HP:0000841","HP:0000579, HP:0000847, HP:0001732, HP:0003113, HP:0003864, HP:0012121, HP:0100164","HP:0025736, HP:0001732, HP:0000478, HP:0000614, HP:0011481, HP:0030669, HP:0012372, HP:0000554, HP:0000118, HP:0000553, HP:0011314, HP:0000841, HP:0000315, HP:0033127, HP:0003111, HP:0011842, HP:0000818, HP:0011844, HP:0000271, HP:0001939, HP:0002012, HP:0032180, HP:0002652, HP:0032039, HP:0012091, HP:0011422, HP:0003113, HP:0000847, HP:0000924, HP:0001733, HP:0000579, HP:0000152, HP:0041055, HP:0002656, HP:0000234, HP:0025031",57.14%,58.14112401008606
"HP:0000211, HP:0004789, HP:0010480, HP:0002656, HP:0002656, HP:0000256, HP:0000871","HP:0000211, HP:0000830, HP:0001833, HP:0009157, HP:0009494, HP:0009890, HP:0010480, HP:0100327","HP:0002652, HP:0000240, HP:0025032, HP:0011747, HP:0040194, HP:0000929, HP:0000211, HP:0000830, HP:0010480, HP:0000256, HP:0010936, HP:0011821, HP:0000924, HP:0000118, HP:0000119, HP:0000818, HP:0000079, HP:0012503, HP:0030791, HP:0000864, HP:0000795, HP:0004789, HP:0000152, HP:0033127, HP:0000871, HP:0002656, HP:0002024, HP:0011842, HP:0000234, HP:0040075, HP:0025031, HP:0000277",37.5%,65.60950756072998
"HP:0011472, HP:0000110, HP:0000855, HP:0011076, HP:0001822","HP:0000877, HP:0008696, HP:0011076, HP:0011472, HP:0100345","HP:0001939, HP:0000153, HP:0012337, HP:0011014, HP:0025129, HP:0000163, HP:0002244, HP:0031816, HP:0012718, HP:0000164, HP:0010935, HP:0040064, HP:0001780, HP:0012210, HP:0000077, HP:0001760, HP:0001822, HP:0002242, HP:0000118, HP:0011076, HP:0000119, HP:0000079, HP:0011472, HP:0011024, HP:0000152, HP:0010051, HP:0000855, HP:0000234, HP:0002814, HP:0000271, HP:0025031, HP:0001844, HP:0000110",40.0%,44.01173520088196
"HP:0002064, HP:0006895, HP:0000347, HP:0001829, HP:0011787, HP:3000011, HP:0000498, HP:0000238","HP:0000498, HP:0003725, HP:0008237, HP:0009939, HP:0010334, HP:0012407, HP:0012765, HP:3000011","HP:0012639, HP:0009118, HP:0001276, HP:0000929, HP:0002509, HP:0040064, HP:0030669, HP:0012443, HP:0003011, HP:0003808, HP:0011821, HP:0000118, HP:0011804, HP:0001760, HP:0001829, HP:0002118, HP:0000820, HP:0000707, HP:0000238, HP:3000011, HP:0000315, HP:0033127, HP:0000818, HP:0002926, HP:0002814, HP:0000271, HP:0002011, HP:0000277, HP:0032039, HP:0000347, HP:0040173, HP:0011787, HP:0000498, HP:0001780, HP:0001257, HP:0040174, HP:0011805, HP:0000821, HP:0030791, HP:0006895, HP:0000152, HP:0000492, HP:0000234, HP:0002064",25.0%,65.56312990188599
"HP:0009193, HP:0002656, HP:0001395, HP:0000490, HP:0009778, HP:0008331","HP:0000607, HP:0002612, HP:0004288, HP:0005834, HP:0008331, HP:0011732, HP:0100090","HP:0001939, HP:0002012, HP:0002652, HP:0032180, HP:0001395, HP:0100886, HP:0001155, HP:0000478, HP:0040081, HP:0000490, HP:0040064, HP:0006265, HP:0009193, HP:0012372, HP:0000924, HP:0000118, HP:0009778, HP:0005924, HP:0002817, HP:0001392, HP:0410042, HP:0010876, HP:0004288, HP:0003839, HP:0001167, HP:0033127, HP:0008331, HP:0002656, HP:0003236, HP:0011842, HP:0009381, HP:0025031, HP:0011021",28.57%,73.21410965919495
"HP:0006297, HP:0100850, HP:0001324, HP:0001288","HP:0000682, HP:0000835, HP:0002362, HP:0006179, HP:0008988, HP:0010184, HP:0010566, HP:0011761","HP:0000153, HP:0000036, HP:0000078, HP:0031816, HP:0012243, HP:0000164, HP:0000032, HP:0001288, HP:0011061, HP:0001324, HP:0006297, HP:0003011, HP:0000118, HP:0000119, HP:0011804, HP:0000811, HP:0000707, HP:0000152, HP:0100850, HP:0012638, HP:0033127, HP:0000682, HP:0100022, HP:0000234, HP:0000271, HP:0000163",12.5%,61.22474956512451
"HP:0001010, HP:0006482, HP:0002797, HP:0003540, HP:0007343, HP:0002140, HP:0012542, HP:0000778","HP:0002637, HP:0007443, HP:0008401, HP:0009814, HP:0010351, HP:0010515, HP:0011080, HP:0011871","HP:0012639, HP:0000778, HP:0001872, HP:0001805, HP:0006482, HP:0000951, HP:0011869, HP:0012443, HP:0011138, HP:0010515, HP:0000118, HP:0002140, HP:0030402, HP:0007343, HP:0000707, HP:0001871, HP:0001010, HP:0033127, HP:0000818, HP:0011842, HP:0001000, HP:0100659, HP:0000777, HP:0000271, HP:0002011, HP:0000163, HP:0000153, HP:0001297, HP:0003330, HP:0031816, HP:0000164, HP:0001597, HP:0001574, HP:0000924, HP:0002797, HP:0000152, HP:0003540, HP:0012542, HP:0100547, HP:0000234, HP:0011121",12.5%,64.57689642906189
"HP:0001156, HP:0002967, HP:0000068, HP:0033628, HP:0002893, HP:0002666, HP:0002205","HP:0000070, HP:0002788, HP:0002967, HP:0005109, HP:0010243, HP:0011754, HP:0012719, HP:0100642","HP:0012639, HP:0002813, HP:0100007, HP:0025032, HP:0011747, HP:0002719, HP:0011750, HP:0010936, HP:0033628, HP:0002715, HP:0000118, HP:0012503, HP:0000068, HP:0000864, HP:0000795, HP:0000707, HP:0009810, HP:0002893, HP:0033127, HP:0000818, HP:0011842, HP:0001367, HP:0011844, HP:0011458, HP:0011297, HP:0010978, HP:0009811, HP:0002205, HP:0000924, HP:0000119, HP:0000079, HP:0000759, HP:0001156, HP:0032101, HP:0100634, HP:0011927, HP:0002666, HP:0025031, HP:0002967",12.5%,72.89987468719482
"HP:0000853, HP:0000684, HP:0003111","HP:0005987, HP:0006335, HP:0010207, HP:0010929","HP:0000153, HP:0001939, HP:0032180, HP:0031816, HP:0000164, HP:0011772, HP:0003111, HP:0000853, HP:0000684, HP:0000118, HP:0006292, HP:0000820, HP:0000152, HP:0000818, HP:0000234, HP:0000271, HP:0000163",0.0%,38.12980127334595
"HP:0002363, HP:0100490, HP:0200029, HP:0000256, HP:0010514, HP:0002861, HP:0002656","HP:0000290, HP:0010514, HP:0012755, HP:0100169, HP:0100498, HP:0100804, HP:0200029","HP:0012639, HP:0000240, HP:0011747, HP:0040194, HP:0000929, HP:0011792, HP:0001155, HP:0002664, HP:0040064, HP:0012443, HP:0034681, HP:0000118, HP:0002861, HP:0012503, HP:0000864, HP:0000707, HP:0010514, HP:0001167, HP:0033127, HP:0000818, HP:0001626, HP:0011276, HP:0011842, HP:0012785, HP:0002011, HP:0002652, HP:0200029, HP:0000256, HP:0000924, HP:0002817, HP:0002597, HP:0000152, HP:0100490, HP:0002656, HP:0000234, HP:0002363, HP:0001220",28.57%,58.062342166900635
"HP:0008872, HP:0002857, HP:0010585, HP:0002414","HP:0000852, HP:0010585, HP:0011471, HP:0100531, HP:0100566, HP:3000071","HP:0012639, HP:0025032, HP:0011968, HP:0011458, HP:0002143, HP:0002011, HP:0002857, HP:0005930, HP:0040064, HP:0002981, HP:0010585, HP:0000924, HP:0000118, HP:0011314, HP:0002979, HP:0008872, HP:0000707, HP:0010301, HP:0033127, HP:0002414, HP:0011842, HP:0002814, HP:0011844, HP:0025031",16.67%,44.73334312438965
"HP:0012531, HP:0001288, HP:0001324, HP:0000158, HP:0008119","HP:0000548, HP:0000829, HP:0002928, HP:0006353, HP:0008122, HP:0010255, HP:0012697, HP:0100703","HP:0001850, HP:0030236, HP:0001288, HP:0025142, HP:0001324, HP:0040064, HP:0003712, HP:0000158, HP:0003011, HP:0001760, HP:0000118, HP:0011804, HP:0011805, HP:0008119, HP:0012531, HP:0000707, HP:0012638, HP:0033127, HP:0100022, HP:0002814",0.0%,66.11479949951172
"HP:0001156, HP:0001156, HP:0011742, HP:0010655, HP:0001762, HP:0100264","HP:0006152, HP:0009522, HP:0009765, HP:0011742, HP:0100147","HP:0002813, HP:0001762, HP:0011732, HP:0011297, HP:0005930, HP:0011742, HP:0000834, HP:0040064, HP:0001883, HP:0001760, HP:0000924, HP:0000118, HP:0011314, HP:0001156, HP:0100262, HP:0100240, HP:0005656, HP:0010655, HP:0033127, HP:0011927, HP:0001367, HP:0000818, HP:0011842, HP:0002814, HP:0011844, HP:0100264",20.0%,72.23505783081055
"HP:0012544, HP:0001156, HP:0000621, HP:0100651, HP:0011985, HP:0000980","HP:0000621, HP:0001852, HP:0003960, HP:0005423, HP:0008205, HP:0011985, HP:0012545, HP:0100384","HP:0001939, HP:0002813, HP:0002012, HP:0000621, HP:0012400, HP:0032039, HP:0000271, HP:0011297, HP:0000951, HP:0030669, HP:0001574, HP:0000924, HP:0000118, HP:0000818, HP:0011121, HP:0001156, HP:0001396, HP:0000819, HP:0012379, HP:0004297, HP:0001392, HP:0000152, HP:0100651, HP:0012544, HP:0000980, HP:0034684, HP:0000492, HP:0033127, HP:0011927, HP:0011985, HP:0000315, HP:0011842, HP:0000234, HP:0011844, HP:0025031",25.0%,92.95644187927246
"HP:0010442, HP:0005687, HP:0012368, HP:0004467, HP:0010790","HP:0002929, HP:0004450, HP:0005687, HP:0012368, HP:0012718, HP:0100423, HP:0100921","HP:0002813, HP:0000078, HP:0000309, HP:0010790, HP:0012243, HP:0011297, HP:0012368, HP:0000032, HP:0000383, HP:0100277, HP:0010789, HP:0010442, HP:0000924, HP:0000118, HP:0031095, HP:0011314, HP:0004426, HP:0000119, HP:0000811, HP:0001999, HP:0000152, HP:0000271, HP:0003871, HP:0033127, HP:0005687, HP:0011842, HP:0000234, HP:0000035, HP:0004467, HP:0011844",28.57%,83.89892530441284
"HP:0010526, HP:0006297, HP:0010655","HP:0000705, HP:0002879, HP:0003117, HP:0010522, HP:0100175, HP:0100188","HP:0000153, HP:0011844, HP:0031816, HP:4000072, HP:0011446, HP:0000164, HP:0005930, HP:0011061, HP:0006297, HP:0025792, HP:0000118, HP:0034434, HP:0000924, HP:0011314, HP:0000707, HP:0000152, HP:0012638, HP:0010655, HP:0033127, HP:0000682, HP:0010526, HP:0011842, HP:0000234, HP:0002167, HP:0000271, HP:0000163",0.0%,74.58658123016357
"HP:0410030, HP:0000175, HP:0000818, HP:0005924, HP:0000842, HP:0005502, HP:0002085","HP:0000161, HP:0003117, HP:0005502, HP:0008283, HP:0009099, HP:0011816, HP:0100098","HP:0000153, HP:0002085, HP:0001939, HP:0012337, HP:0011014, HP:0031816, HP:0000929, HP:0005502, HP:0002084, HP:0040064, HP:0000118, HP:0005924, HP:0000175, HP:0002817, HP:0000174, HP:0410030, HP:0000152, HP:0011815, HP:0020054, HP:0001871, HP:0003839, HP:0000842, HP:0000159, HP:0000818, HP:0000234, HP:0000271, HP:0000163",14.29%,74.09418559074402
"HP:0005930, HP:0001249, HP:0000132, HP:0000841, HP:0006140, HP:0000283, HP:0001482","HP:0000283, HP:0000841, HP:0001256, HP:0001482, HP:0004187, HP:0007475, HP:0100065, HP:0100609","HP:0011355, HP:0001155, HP:0040064, HP:0000951, HP:0001249, HP:0200036, HP:0000118, HP:0011314, HP:0000841, HP:0000132, HP:0000707, HP:0012638, HP:0001167, HP:0033127, HP:0000818, HP:0011842, HP:0000271, HP:0011844, HP:0000283, HP:0000140, HP:0000080, HP:0001482, HP:0000078, HP:0011446, HP:0005930, HP:0100729, HP:0006140, HP:0000847, HP:0001574, HP:0030012, HP:0005918, HP:0005920, HP:0000924, HP:0000119, HP:0002817, HP:0001999, HP:0000152, HP:0000234, HP:0011121",37.5%,79.69711875915527
"HP:0034398, HP:0000126, HP:0030319, HP:0000841","HP:0000297, HP:0000841, HP:0010838, HP:0011507, HP:0011881, HP:0100171, HP:0100581","HP:0034398, HP:0000301, HP:0010946, HP:0010935, HP:0001780, HP:0040064, HP:0000847, HP:0012210, HP:0000077, HP:0011799, HP:0010944, HP:0001760, HP:0000118, HP:0000119, HP:0000818, HP:0000841, HP:0000079, HP:0030319, HP:0000152, HP:0000126, HP:0000234, HP:0002814, HP:0000271",14.29%,85.47951579093933
"HP:0034398, HP:0009804, HP:0001678, HP:0000863","HP:0000873, HP:0005178, HP:0011054, HP:0100422","HP:0000153, HP:0034398, HP:0011025, HP:0031816, HP:0031546, HP:0000164, HP:0030956, HP:0009804, HP:0000863, HP:0001780, HP:0040064, HP:0006483, HP:0001760, HP:0000873, HP:0000118, HP:0000818, HP:0000152, HP:0005150, HP:0001678, HP:0001626, HP:0000234, HP:0002814, HP:0000271, HP:0000163",25.0%,34.69284629821777
"HP:0001250, HP:0001635, HP:0000939, HP:0009830, HP:0000695, HP:0005990, HP:0040135, HP:0006482, HP:0000980, HP:0007328, HP:0001284","HP:0000695, HP:0000820, HP:0003409, HP:0003642, HP:0004699, HP:0007334, HP:0009805","HP:0033079, HP:0011025, HP:0001284, HP:0011030, HP:0011031, HP:0033747, HP:0006288, HP:0040135, HP:0011772, HP:0006482, HP:0000951, HP:0000118, HP:0000695, HP:0031826, HP:0000820, HP:0000707, HP:0003474, HP:0001635, HP:0012638, HP:0000939, HP:0033127, HP:0000818, HP:0009830, HP:0011842, HP:0001626, HP:0004348, HP:0000271, HP:0005990, HP:0003111, HP:0000163, HP:0001250, HP:0000153, HP:0001939, HP:0032180, HP:0001315, HP:0003330, HP:0031816, HP:0000164, HP:0001574, HP:0010929, HP:0004349, HP:0000924, HP:0007328, HP:0006292, HP:0000152, HP:0000980, HP:0010832, HP:0100022, HP:0000234, HP:0011121, HP:0011849",28.57%,88.34446573257446
"HP:0001009, HP:0100259, HP:0001953","HP:0000383, HP:0001953, HP:0002519, HP:0008094, HP:0100585","HP:0000924, HP:0100259, HP:0000118, HP:0002813, HP:0000818, HP:0001009, HP:0000819, HP:0002597, HP:0011297, HP:0001953, HP:0033127, HP:0011842, HP:0001626, HP:0011276, HP:0011844, HP:0010442",20.0%,54.49159073829651
"HP:0009125, HP:0002967, HP:0001362, HP:0001324, HP:0031013, HP:0033823, HP:0100684, HP:0001889","HP:0003102, HP:0004851, HP:0007409, HP:0009050, HP:0009752, HP:0100472, HP:0100522, HP:0100684","HP:0011729, HP:0000929, HP:0002795, HP:0009125, HP:0001376, HP:0012252, HP:0003011, HP:0000118, HP:0011804, HP:0002086, HP:0011843, HP:0009810, HP:0001871, HP:0033127, HP:0001903, HP:0001367, HP:0002683, HP:0011842, HP:0010972, HP:0000271, HP:0001972, HP:0000163, HP:0000153, HP:0031983, HP:0009124, HP:0031816, HP:0001362, HP:0031013, HP:0001324, HP:0009811, HP:0034430, HP:0000924, HP:0100684, HP:0001877, HP:0000152, HP:0033822, HP:0033823, HP:0010286, HP:0001889, HP:0000234, HP:0003549, HP:0002967",12.5%,83.21390867233276
"HP:0001324, HP:0012385, HP:0001249, HP:0001999, HP:0002893, HP:0002721","HP:0000271, HP:0001220, HP:0002342, HP:0003139, HP:0008969, HP:0010916, HP:0012342, HP:0100673","HP:0011747, HP:0002721, HP:0011750, HP:0011446, HP:0010978, HP:0012385, HP:0001324, HP:0001249, HP:0003011, HP:0002715, HP:0000118, HP:0011804, HP:0000818, HP:0012503, HP:0000864, HP:0001999, HP:0000707, HP:0000271, HP:0001371, HP:0000152, HP:0012638, HP:0002893, HP:0033127, HP:0034392, HP:0030044, HP:0000234, HP:0003549",12.5%,75.59505248069763
"HP:0004322, HP:0000256, HP:0010886, HP:0001288, HP:0030833, HP:0000324, HP:0001269, HP:0001252, HP:0005986","HP:0000337, HP:0004374, HP:0005988, HP:0009122, HP:0010890, HP:0100641","HP:0001507, HP:0000240, HP:0011442, HP:0030833, HP:0040194, HP:0046506, HP:0000929, HP:0025142, HP:0004374, HP:0001269, HP:0002493, HP:0003011, HP:0003808, HP:0000118, HP:0011804, HP:0005986, HP:0000707, HP:0012531, HP:0012638, HP:0033127, HP:0000324, HP:0001367, HP:0011842, HP:0025669, HP:0000271, HP:0040188, HP:0001288, HP:0010549, HP:0000256, HP:0000924, HP:0010886, HP:0004322, HP:0000002, HP:0001999, HP:0000152, HP:0100022, HP:0000464, HP:0000234, HP:0001252",16.67%,114.35951018333435
"HP:0004122, HP:0010446, HP:0000846, HP:0003448, HP:0005930, HP:0001171, HP:0012378, HP:0001324","HP:0001171, HP:0004122, HP:0005968, HP:0007104, HP:0008259, HP:0010446, HP:0100151","HP:0004122, HP:0011025, HP:0031653, HP:0040129, HP:0012378, HP:0001155, HP:0000834, HP:0040064, HP:0025142, HP:0003011, HP:0030177, HP:0000118, HP:0011804, HP:0011314, HP:0005105, HP:0010446, HP:0000707, HP:0012638, HP:0033127, HP:0000818, HP:0001626, HP:0011842, HP:0011844, HP:0000271, HP:0001171, HP:0003448, HP:0005922, HP:0011733, HP:0005930, HP:0001311, HP:0001324, HP:0000366, HP:0000924, HP:0003134, HP:0002817, HP:0031650, HP:0000152, HP:0031651, HP:0000846, HP:0000234, HP:0000762",42.86%,90.00541257858276
"HP:0001760, HP:0000826, HP:0001409","HP:0000190, HP:0001409, HP:0008204, HP:0010025, HP:0010675, HP:0011823","HP:0000118, HP:0100000, HP:0001409, HP:0000818, HP:0006707, HP:0002597, HP:0008373, HP:0000826, HP:0001626, HP:0002814, HP:0040064, HP:0001760",16.67%,59.83332920074463
"HP:0033400, HP:0002990, HP:0000853, HP:0000230, HP:0000546, HP:0011637, HP:0009027","HP:0000166, HP:0000866, HP:0002362, HP:0005928, HP:0007843, HP:0011159, HP:0011660","HP:0009027, HP:0025032, HP:0011830, HP:0000478, HP:0000546, HP:0011772, HP:0040064, HP:0000479, HP:0002981, HP:0025015, HP:0012372, HP:0003011, HP:0011004, HP:0000118, HP:0011804, HP:0000820, HP:0006704, HP:0011637, HP:0011636, HP:0033127, HP:0000818, HP:0001626, HP:0033400, HP:0002991, HP:0002814, HP:0000271, HP:0000230, HP:0000163, HP:0000153, HP:0001098, HP:0006492, HP:0000168, HP:0011458, HP:0031816, HP:0001324, HP:0002990, HP:0000853, HP:0033353, HP:0003690, HP:0004329, HP:0002597, HP:0000152, HP:0002027, HP:0000234, HP:0025031",0.0%,73.52333807945251
"HP:0003063, HP:0006433, HP:0000567, HP:0040312","HP:0003927, HP:0004027, HP:0005216, HP:0007956, HP:0008095, HP:0008214","HP:0002818, HP:0001098, HP:0003063, HP:0000478, HP:0002973, HP:0000532, HP:0000479, HP:0040064, HP:0000567, HP:0012372, HP:0004329, HP:0000118, HP:0000924, HP:0002817, HP:0040072, HP:0006433, HP:0001369, HP:0040312, HP:0033127, HP:0001367, HP:0011842",0.0%,63.29439997673035
"HP:0000280, HP:0000232, HP:0010442, HP:0001770, HP:0001762, HP:0000256, HP:0000445","HP:0000565, HP:0002897, HP:0003679, HP:0005917, HP:0012341, HP:0012472, HP:0100378","HP:0002813, HP:0000240, HP:0001762, HP:0001770, HP:0040194, HP:0000929, HP:0000232, HP:0040064, HP:0001883, HP:0001159, HP:0001760, HP:0000118, HP:0005105, HP:0000280, HP:0033127, HP:0000159, HP:0011842, HP:0002814, HP:0011844, HP:0000271, HP:0000163, HP:0000153, HP:0000445, HP:0031816, HP:0011297, HP:0000256, HP:0000366, HP:0000178, HP:0010442, HP:0000924, HP:0001999, HP:0000152, HP:0005656, HP:0000234",0.0%,40.670125246047974
"HP:0000456, HP:0001831, HP:0001510, HP:0002098, HP:0100559, HP:0008258, HP:0030348","HP:0000840, HP:0004132, HP:0100044","HP:0001507, HP:0003117, HP:0011732, HP:0001510, HP:0002795, HP:0001991, HP:0002098, HP:0000834, HP:0040064, HP:0001780, HP:0000366, HP:0000456, HP:0002094, HP:0001831, HP:0001760, HP:0000118, HP:0000818, HP:0005105, HP:0000436, HP:0100559, HP:0010938, HP:0002086, HP:0033799, HP:0008258, HP:0000152, HP:0008221, HP:0030347, HP:0002793, HP:0000234, HP:0002814, HP:0000271, HP:0030348",0.0%,77.6797046661377
"HP:0001324, HP:0001742, HP:0005830, HP:0000559, HP:0010442, HP:0003737, HP:0000135, HP:0002721","HP:0000585, HP:0001841, HP:0002929, HP:0003347, HP:0003688, HP:0010345, HP:0010643","HP:0002813, HP:0000135, HP:0011844, HP:0000080, HP:0005830, HP:0000078, HP:0001742, HP:0000481, HP:0002721, HP:0007957, HP:0011297, HP:0000478, HP:0010978, HP:0000559, HP:0040064, HP:0001324, HP:0000366, HP:0012372, HP:0003011, HP:0010442, HP:0001760, HP:0000118, HP:0011804, HP:0008366, HP:0004328, HP:0000924, HP:0000119, HP:0002715, HP:0000152, HP:0033127, HP:0011842, HP:0000234, HP:0002814, HP:0000271, HP:0003737, HP:0003800",0.0%,82.51338624954224
"HP:0009804, HP:0001083, HP:0012848, HP:0001762, HP:0008188, HP:0002216, HP:0003895","HP:0002216, HP:0003888, HP:0010219, HP:0011047, HP:0011102, HP:0011780, HP:0012019","HP:0001762, HP:0002244, HP:0002216, HP:0000478, HP:0011772, HP:0008188, HP:0040064, HP:0001883, HP:0000951, HP:0012372, HP:0001760, HP:0002242, HP:0000118, HP:0011314, HP:0004328, HP:0000517, HP:0000820, HP:0003071, HP:0033127, HP:0003895, HP:0000818, HP:0011842, HP:0002814, HP:0000271, HP:0011844, HP:0000163, HP:0000153, HP:0031816, HP:0012718, HP:0000164, HP:0005930, HP:0001083, HP:0009804, HP:0006483, HP:0001574, HP:0000924, HP:0000152, HP:0011354, HP:0005656, HP:0012848, HP:0007495, HP:0000234, HP:0011121, HP:0025031, HP:0011024",14.29%,63.53540062904358
"HP:0025247, HP:0006089","HP:0004368, HP:0007048, HP:0007550, HP:0009003, HP:0011119, HP:0011763, HP:0012540, HP:0100153","HP:0000118, HP:0007550, HP:0011355, HP:0006089, HP:0000951, HP:0025245, HP:0001574, HP:0011121, HP:0025247, HP:0025276, HP:0000975",12.5%,78.00066709518433
"HP:0001850, HP:0006251, HP:0012378, HP:0000712, HP:0100037, HP:0004361, HP:0000324","HP:0003286, HP:0004361, HP:0004688, HP:0011333, HP:0012003, HP:0012431, HP:0012454, HP:0100037","HP:0003117, HP:0000708, HP:0001850, HP:0011729, HP:0006248, HP:0011446, HP:0012378, HP:0001376, HP:0040064, HP:0025142, HP:0031466, HP:0001574, HP:0011138, HP:0034430, HP:0001760, HP:0004361, HP:0000118, HP:0000818, HP:0006251, HP:0001999, HP:0000707, HP:0011843, HP:0000152, HP:0012638, HP:0000712, HP:0000324, HP:0033127, HP:0001595, HP:0100037, HP:0000234, HP:0002814, HP:0000271",25.0%,99.01107883453369
